,ST_ABBR,COUNTY,FIPS,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,geometry
590,IL,Cook,17031660700,0.9867,0.9425,0.9959,0.7854,88.5,11.2,0.3,0.0,"POLYGON ((-87.68363899999997 41.779216000000076, -87.67929999999996 41.77923800000008, -87.67848999999995 41.779247000000055, -87.67879299999998 41.775641000000064, -87.67875999999995 41.77375900000004, -87.67871499999995 41.77201500000007, -87.67866599999996 41.77020100000004, -87.67861999999997 41.76838500000008, -87.67959099999996 41.76837500000005, -87.68202699999995 41.76834900000006, -87.68334299999998 41.76833200000004, -87.68339199999997 41.77015000000006, -87.68344399999995 41.77197800000005, -87.68345699999998 41.77243400000003, -87.68349399999994 41.77378300000004, -87.68354799999997 41.77559900000006, -87.68359399999997 41.77741700000007, -87.68363899999997 41.779216000000076))"
591,IL,Cook,17031660800,0.974,0.8994,0.9746,0.5966,48.5,46.4,0.8,0.0,"POLYGON ((-87.70305199999996 41.775322000000074, -87.69938699999994 41.775382000000036, -87.69817099999995 41.77540000000005, -87.69573599999995 41.77543200000008, -87.69451899999996 41.77545100000003, -87.69329899999997 41.77547100000004, -87.69329799999997 41.775427000000036, -87.69268599999998 41.775434000000075, -87.69086299999998 41.775460000000066, -87.68964299999999 41.775479000000075, -87.68843399999997 41.775547000000074, -87.68720899999994 41.775562000000036, -87.68354799999997 41.77559900000006, -87.68349399999994 41.77378300000004, -87.68345699999998 41.77243400000003, -87.68344399999995 41.77197800000005, -87.68466399999994 41.77195800000004, -87.68710899999996 41.771919000000025, -87.68833299999994 41.77190200000007, -87.69076899999999 41.771862000000056, -87.69198699999998 41.77184100000005, -87.69320599999998 41.77182400000004, -87.69442999999995 41.77180700000008, -87.69808299999994 41.77174900000006, -87.69928399999998 41.77172600000006, -87.70296699999994 41.77167500000007, -87.70303099999995 41.77441900000008, -87.70305199999996 41.775322000000074))"
592,IL,Cook,17031660900,0.9377,0.8584,0.9622,0.8347,78.3,14.8,0.4,0.0,"POLYGON ((-87.71272399999998 41.77152200000006, -87.70780999999994 41.77159900000004, -87.70296699999994 41.77167500000007, -87.69928399999998 41.77172600000006, -87.69808299999994 41.77174900000006, -87.69442999999995 41.77180700000008, -87.69320599999998 41.77182400000004, -87.69198699999998 41.77184100000005, -87.69076899999999 41.771862000000056, -87.68833299999994 41.77190200000007, -87.68710899999996 41.771919000000025, -87.68466399999994 41.77195800000004, -87.68344399999995 41.77197800000005, -87.68339199999997 41.77015000000006, -87.68334299999998 41.76833200000004, -87.68324299999995 41.76470200000006, -87.68446699999998 41.764680000000055, -87.68751299999997 41.76463000000007, -87.68813599999999 41.76461800000004, -87.68935999999997 41.764598000000035, -87.69302899999997 41.76454000000007, -87.69791999999995 41.76445800000005, -87.69914499999999 41.76443500000005, -87.70281299999994 41.76438900000005, -87.70770099999999 41.76430800000003, -87.71015199999994 41.764275000000055, -87.71234899999996 41.764245000000074, -87.71253999999999 41.764242000000024, -87.71265199999993 41.767851000000064, -87.71268399999997 41.769701000000055, -87.71272399999998 41.77152200000006))"
593,IL,Cook,17031661000,0.9818,0.97,0.9779,0.3894,69.6,22.6,0.0,0.0,"POLYGON ((-87.69302899999997 41.76454000000007, -87.68935999999997 41.764598000000035, -87.68813599999999 41.76461800000004, -87.68751299999997 41.76463000000007, -87.68446699999998 41.764680000000055, -87.68324299999995 41.76470200000006, -87.68334299999998 41.76833200000004, -87.68202699999995 41.76834900000006, -87.67959099999996 41.76837500000005, -87.67861999999997 41.76838500000008, -87.67858299999995 41.76475500000004, -87.67855699999996 41.76292300000006, -87.67846599999996 41.75745200000006, -87.68012599999997 41.75745600000005, -87.68304699999999 41.75737900000007, -87.68366599999996 41.75754400000005, -87.68668199999996 41.75747800000005, -87.68795299999994 41.75749100000007, -87.69281999999998 41.757303000000036, -87.69291899999996 41.75798000000003, -87.69288899999998 41.75918100000007, -87.69292599999994 41.76089200000007, -87.69297899999998 41.76271600000007, -87.69302899999997 41.76454000000007))"
594,IL,Cook,17031661100,0.9335,0.4507,0.9596,0.1621,34.1,58.1,0.3,0.0,"POLYGON ((-87.71253999999999 41.764242000000024, -87.71234899999996 41.764245000000074, -87.71015199999994 41.764275000000055, -87.70770099999999 41.76430800000003, -87.70281299999994 41.76438900000005, -87.69914499999999 41.76443500000005, -87.69791999999995 41.76445800000005, -87.69302899999997 41.76454000000007, -87.69297899999998 41.76271600000007, -87.69292599999994 41.76089200000007, -87.69288899999998 41.75918100000007, -87.69291899999996 41.75798000000003, -87.69281999999998 41.757303000000036, -87.70261499999998 41.75721600000003, -87.71152099999995 41.75707200000005, -87.71232999999995 41.75719200000003, -87.71240299999994 41.76059300000003, -87.71253999999999 41.764242000000024))"
595,IL,Cook,17031670100,0.977,0.7003,0.9613,0.0869,72.8,24.0,0.0,0.0,"POLYGON ((-87.65972899999997 41.79410000000007, -87.65730099999996 41.794141000000025, -87.65487399999995 41.79417200000006, -87.65486899999996 41.793953000000045, -87.65477999999996 41.790523000000064, -87.65468399999997 41.78688600000004, -87.65711399999998 41.78685100000007, -87.65954099999999 41.786816000000044, -87.65963799999997 41.79045700000006, -87.65970799999997 41.793277000000046, -87.65972299999999 41.79384500000003, -87.65972899999997 41.79410000000007))"
596,IL,Cook,17031670200,0.9594,0.2159,0.9575,0.6189,95.2,0.7,0.0,0.5,"POLYGON ((-87.66458199999994 41.794024000000036, -87.66215899999997 41.79407000000003, -87.66094599999997 41.79408700000005, -87.65972899999997 41.79410000000007, -87.65972299999999 41.79384500000003, -87.65970799999997 41.793277000000046, -87.65963799999997 41.79045700000006, -87.65954099999999 41.786816000000044, -87.66075899999998 41.78679900000003, -87.66196299999996 41.786781000000076, -87.66439399999996 41.78674700000005, -87.66448999999994 41.790388000000064, -87.66453899999999 41.792207000000076, -87.66458199999994 41.794024000000036))"
597,IL,Cook,17031670300,0.9342,0.8549,0.9505,0.6021,78.3,13.5,0.7,0.0,"POLYGON ((-87.66944299999994 41.79396900000006, -87.66701599999999 41.79399600000005, -87.66458199999994 41.794024000000036, -87.66453899999999 41.792207000000076, -87.66448999999994 41.790388000000064, -87.66439399999996 41.78674700000005, -87.66501499999998 41.78673800000007, -87.66681999999997 41.786718000000064, -87.66924499999999 41.78668800000003, -87.66929499999998 41.78851000000003, -87.66939299999996 41.79215400000004, -87.66943399999997 41.793603000000076, -87.66944299999994 41.79396900000006))"
598,IL,Cook,17031670400,0.9654,0.9767,0.9959,0.243,85.1,14.9,0.0,0.0,"POLYGON ((-87.67430099999996 41.793916000000024, -87.67187399999995 41.79394300000007, -87.66944299999994 41.79396900000006, -87.66943399999997 41.793603000000076, -87.66939299999996 41.79215400000004, -87.66929499999998 41.78851000000003, -87.66924499999999 41.78668800000003, -87.67045899999994 41.78667200000007, -87.67288899999994 41.78664200000003, -87.67409999999995 41.786628000000064, -87.67419599999994 41.79027200000007, -87.67428299999995 41.793555000000026, -87.67430099999996 41.793916000000024))"
599,IL,Cook,17031670500,0.9716,0.963,0.9959,0.3432,76.6,22.2,0.0,1.2,"POLYGON ((-87.67881499999999 41.79386800000003, -87.67673499999995 41.79389000000003, -87.67551999999995 41.79390500000005, -87.67430099999996 41.793916000000024, -87.67428299999995 41.793555000000026, -87.67419599999994 41.79027200000007, -87.67409999999995 41.786628000000064, -87.67400099999998 41.78298200000006, -87.67395099999999 41.78116300000005, -87.67390499999999 41.77931600000005, -87.67633799999999 41.77928200000008, -87.67848999999995 41.779247000000055, -87.67871599999995 41.78656900000004, -87.67881499999999 41.79386800000003))"
600,IL,Cook,17031670600,0.9819,0.9935,0.9909,0.2753,79.6,19.9,0.0,0.0,"POLYGON ((-87.67409999999995 41.786628000000064, -87.67288899999994 41.78664200000003, -87.67045899999994 41.78667200000007, -87.66924499999999 41.78668800000003, -87.66919999999999 41.78486900000007, -87.66915599999999 41.78304600000007, -87.66910899999993 41.78122900000005, -87.66906399999993 41.779544000000044, -87.66907899999995 41.77938300000005, -87.67390499999999 41.77931600000005, -87.67395099999999 41.78116300000005, -87.67400099999998 41.78298200000006, -87.67409999999995 41.786628000000064))"
601,IL,Cook,17031670700,0.9752,0.7557,0.9933,0.8018,59.0,40.7,0.0,0.0,"POLYGON ((-87.66924499999999 41.78668800000003, -87.66681999999997 41.786718000000064, -87.66501499999998 41.78673800000007, -87.66439399999996 41.78674700000005, -87.66435299999995 41.784929000000034, -87.66430899999995 41.78311000000008, -87.66426199999995 41.78129400000006, -87.66422099999994 41.77946500000007, -87.66545999999994 41.779435000000035, -87.66907899999995 41.77938300000005, -87.66906399999993 41.779544000000044, -87.66910899999993 41.78122900000005, -87.66915599999999 41.78304600000007, -87.66919999999999 41.78486900000007, -87.66924499999999 41.78668800000003))"
602,IL,Cook,17031670800,0.983,0.6951,0.9959,0.7226,97.7,2.3,0.0,0.0,"POLYGON ((-87.66439399999996 41.78674700000005, -87.66196299999996 41.786781000000076, -87.66075899999998 41.78679900000003, -87.65954099999999 41.786816000000044, -87.65949599999999 41.78499800000003, -87.65940499999994 41.78135800000007, -87.65940299999994 41.78128000000004, -87.65937199999996 41.779986000000065, -87.65936099999999 41.77954300000005, -87.66057199999995 41.77952700000003, -87.66422099999994 41.77946500000007, -87.66426199999995 41.78129400000006, -87.66430899999995 41.78311000000008, -87.66435299999995 41.784929000000034, -87.66439399999996 41.78674700000005))"
603,IL,Cook,17031670900,0.7896,0.7462,0.9622,0.2807,86.7,5.7,0.0,0.0,"POLYGON ((-87.65954099999999 41.786816000000044, -87.65711399999998 41.78685100000007, -87.65468399999997 41.78688600000004, -87.65464099999997 41.785064000000034, -87.65459399999997 41.78324500000008, -87.65454999999997 41.781427000000065, -87.65450199999998 41.77960800000005, -87.65936099999999 41.77954300000005, -87.65937199999996 41.779986000000065, -87.65940299999994 41.78128000000004, -87.65940499999994 41.78135800000007, -87.65949599999999 41.78499800000003, -87.65954099999999 41.786816000000044))"
604,IL,Cook,17031671100,0.9442,0.8593,0.9885,0.0818,94.7,1.2,0.0,0.0,"POLYGON ((-87.66422099999994 41.77946500000007, -87.66057199999995 41.77952700000003, -87.65936099999999 41.77954300000005, -87.65931099999995 41.77772200000004, -87.65926299999995 41.77590200000003, -87.65921599999996 41.77407800000003, -87.66163299999994 41.77404400000006, -87.66406999999998 41.774013000000025, -87.66412099999997 41.775833000000034, -87.66417099999995 41.77765500000004, -87.66422099999994 41.77946500000007))"
605,IL,Cook,17031671200,0.9057,0.9145,0.9691,0.5987,97.6,0.0,0.0,0.0,"POLYGON ((-87.66907899999995 41.77938300000005, -87.66545999999994 41.779435000000035, -87.66422099999994 41.77946500000007, -87.66417099999995 41.77765500000004, -87.66412099999997 41.775833000000034, -87.66406999999998 41.774013000000025, -87.66894599999995 41.773952000000065, -87.66899799999999 41.77577000000008, -87.66908099999995 41.77887800000008, -87.66907899999995 41.77938300000005))"
606,IL,Cook,17031671300,0.9406,0.6988,0.9959,0.3479,94.3,5.7,0.0,0.0,"POLYGON ((-87.67390499999999 41.77931600000005, -87.66907899999995 41.77938300000005, -87.66908099999995 41.77887800000008, -87.66899799999999 41.77577000000008, -87.66894599999995 41.773952000000065, -87.66888599999999 41.772132000000056, -87.66882499999997 41.77031400000004, -87.66877399999998 41.76849600000003, -87.66998599999994 41.768485000000055, -87.67119799999995 41.768471000000034, -87.67362499999996 41.76844100000005, -87.67366799999996 41.77025900000007, -87.67370499999998 41.77162000000004, -87.67371299999996 41.77207600000003, -87.67375699999997 41.77389100000005, -87.67380799999995 41.77570700000007, -87.67385699999994 41.77752400000003, -87.67390499999999 41.77931600000005))"
607,IL,Cook,17031671400,0.9807,0.8696,0.9959,0.1621,66.5,13.7,0.0,0.0,"POLYGON ((-87.67879299999998 41.775641000000064, -87.67848999999995 41.779247000000055, -87.67633799999999 41.77928200000008, -87.67390499999999 41.77931600000005, -87.67385699999994 41.77752400000003, -87.67380799999995 41.77570700000007, -87.67375699999997 41.77389100000005, -87.67371299999996 41.77207600000003, -87.67370499999998 41.77162000000004, -87.67366799999996 41.77025900000007, -87.67362499999996 41.76844100000005, -87.67715299999998 41.768403000000035, -87.67861999999997 41.76838500000008, -87.67866599999996 41.77020100000004, -87.67871499999995 41.77201500000007, -87.67875999999995 41.77375900000004, -87.67879299999998 41.775641000000064))"
608,IL,Cook,17031671500,0.867,0.821,0.9862,0.5401,87.5,11.5,0.0,0.0,"POLYGON ((-87.67861999999997 41.76838500000008, -87.67715299999998 41.768403000000035, -87.67362499999996 41.76844100000005, -87.67119799999995 41.768471000000034, -87.66998599999994 41.768485000000055, -87.66877399999998 41.76849600000003, -87.66882499999997 41.77031400000004, -87.66888599999999 41.772132000000056, -87.66894599999995 41.773952000000065, -87.66406999999998 41.774013000000025, -87.66403599999995 41.77264800000006, -87.66402099999999 41.772192000000075, -87.66396799999995 41.770372000000066, -87.66389799999996 41.76855200000006, -87.66383799999994 41.76673100000005, -87.66379599999999 41.764909000000046, -87.66624699999994 41.76488100000006, -87.66746099999995 41.764868000000035, -87.66988699999996 41.764846000000034, -87.67110299999996 41.764834000000064, -87.67231799999996 41.76482000000004, -87.67353399999996 41.76480600000008, -87.67474499999997 41.76479900000004, -87.67706099999998 41.76477100000005, -87.67750299999994 41.764766000000066, -87.67858299999995 41.76475500000004, -87.67861999999997 41.76838500000008))"
609,IL,Cook,17031671600,0.9696,0.7872,0.9448,0.7672,94.0,0.0,0.7,0.0,"POLYGON ((-87.66406999999998 41.774013000000025, -87.66163299999994 41.77404400000006, -87.65921599999996 41.77407800000003, -87.65917899999994 41.77271700000006, -87.65916599999997 41.772263000000066, -87.65915299999995 41.77181500000006, -87.65911399999999 41.77044200000006, -87.65906599999994 41.76862200000005, -87.65896699999996 41.764981000000034, -87.66017899999997 41.76496100000003, -87.66057999999998 41.76495600000004, -87.66379599999999 41.764909000000046, -87.66383799999994 41.76673100000005, -87.66389799999996 41.76855200000006, -87.66396799999995 41.770372000000066, -87.66402099999999 41.772192000000075, -87.66403599999995 41.77264800000006, -87.66406999999998 41.774013000000025))"
610,IL,Cook,17031671800,0.7833,0.9941,0.9922,0.5216,96.8,2.5,0.0,0.0,"POLYGON ((-87.65896699999996 41.764981000000034, -87.65734999999995 41.765003000000036, -87.65411599999999 41.76505700000007, -87.65401999999995 41.76141700000005, -87.65392899999995 41.75784600000003, -87.65877699999999 41.75773400000003, -87.65882499999998 41.759524000000056, -87.65887199999997 41.76134600000006, -87.65891999999997 41.763164000000074, -87.65894099999997 41.76407400000005, -87.65895599999999 41.764526000000046, -87.65896699999996 41.764981000000034))"
611,IL,Cook,17031671900,0.8759,0.8679,0.9558,0.2972,66.8,26.7,0.0,0.0,"POLYGON ((-87.66379599999999 41.764909000000046, -87.66057999999998 41.76495600000004, -87.66017899999997 41.76496100000003, -87.65896699999996 41.764981000000034, -87.65895599999999 41.764526000000046, -87.65894099999997 41.76407400000005, -87.65891999999997 41.763164000000074, -87.65887199999997 41.76134600000006, -87.65882499999998 41.759524000000056, -87.65877699999999 41.75773400000003, -87.66360699999996 41.75767700000006, -87.66363999999999 41.75945400000006, -87.66373299999998 41.763090000000034, -87.66379599999999 41.764909000000046))"
612,IL,Cook,17031672000,0.8499,0.9073,0.9873,0.4838,97.3,0.4,0.0,0.0,"POLYGON ((-87.67858299999995 41.76475500000004, -87.67750299999994 41.764766000000066, -87.67706099999998 41.76477100000005, -87.67474499999997 41.76479900000004, -87.67353399999996 41.76480600000008, -87.67231799999996 41.76482000000004, -87.67110299999996 41.764834000000064, -87.66988699999996 41.764846000000034, -87.66746099999995 41.764868000000035, -87.66624699999994 41.76488100000006, -87.66379599999999 41.764909000000046, -87.66373299999998 41.763090000000034, -87.66363999999999 41.75945400000006, -87.66360699999996 41.75767700000006, -87.66481699999997 41.757663000000036, -87.66728999999998 41.75763100000006, -87.66736699999996 41.75766500000003, -87.66971299999994 41.75764900000007, -87.67083399999996 41.75762300000008, -87.67090099999996 41.75756300000006, -87.67333899999994 41.757524000000046, -87.67455799999999 41.75749900000005, -87.67846599999996 41.75745200000006, -87.67855699999996 41.76292300000006, -87.67858299999995 41.76475500000004))"
